session,condition,resp_rate,subject
15,Control,0.4,55
19,Control,7,55
23,Control,2.4,55
4,Demand,1.2,55
8,Demand,3.6,55
12,Demand,2.6,55
16,Demand,4.8,55
20,Demand,5.2,55
24,Demand,1.4,55
1,Attention,39.94647,56
2,Attention,67.76886,56
6,Attention,31.03974,56
3,Tangible,4.685027,56
9,Tangible,1.972719,56
4,Demand,0.6877896,56
7,Demand,2.293591,56
5,Control,1.746813,56
8,Control,2.387119,56
1,Alone,0,57
5,Alone,0,57
9,Alone,0,57
2,Attention,0,57
6,Attention,0.4,57
10,Attention,0.2,57
3,Control,0,57
7,Control,0,57
11,Control,0,57
4,Demand,0,57
8,Demand,0,57
12,Demand,0,57
1,Attention,0.3925592,58
4,Attention,12.16135,58
10,Attention,2.590031,58
2,Demand,22.97055,58
6,Demand,31.15716,58
9,Demand,48.22396,58
5,Tangible,4.938014,58
8,Tangible,3.133102,58
3,Control,11.44012,58
7,Control,0,58
1,Alone,0,59
5,Alone,0,59
9,Alone,0,59
13,Alone,0,59
17,Alone,0,59
21,Alone,0,59
2,Attention,0,59
6,Attention,0,59
10,Attention,0,59
14,Attention,0,59
18,Attention,0,59
22,Attention,0,59
3,Control,0,59
7,Control,10,59
11,Control,0,59
15,Control,0,59
19,Control,0,59
23,Control,0,59
4,Demand,0,59
8,Demand,0,59
12,Demand,30,59
16,Demand,0,59
20,Demand,0,59
24,Demand,13,59
1,Control,0,60
5,Control,0,60
9,Control,0,60
2,Tangible,0,60
7,Tangible,0,60
12,Tangible,0,60
3,Attention,0,60
6,Attention,0,60
11,Attention,0,60
4,Demand,1.809822,60
8,Demand,0,60
10,Demand,0,60
13,Demand,0,60
1,Alone,0,61
6,Alone,3.8,61
11,Alone,2.4,61
16,Alone,1,61
21,Alone,3.6,61
26,Alone,3.8,61
2,Attention,0,61
7,Attention,0,61
12,Attention,0.2,61
17,Attention,0,61
22,Attention,0,61
27,Attention,0,61
3,Control,0.4,61
8,Control,0,61
13,Control,0.6,61
18,Control,0,61
23,Control,0,61
28,Control,1.2,61
4,Demand,0,61
9,Demand,0.2,61
14,Demand,0,61
19,Demand,0.6,61
24,Demand,0.4,61
29,Demand,0.2,61
5,Tangible,8,61
10,Tangible,7.8,61
15,Tangible,8.6,61
20,Tangible,7.8,61
25,Tangible,8.2,61
30,Tangible,10.2,61
1,Attention,0,62
7,Attention,0,62
12,Attention,0,62
2,Demand,0,62
10,Demand,0,62
14,Demand,0,62
3,Alone,0,62
6,Alone,0,62
13,Alone,0,62
4,Control,0,62
8,Control,0,62
11,Control,0,62
5,Tangible,0,62
9,Tangible,0,62
15,Tangible,0,62
1,Alone,7.6,63
5,Alone,0.6,63
9,Alone,2,63
2,Attention,2.6,63
6,Attention,2.2,63
10,Attention,0.8,63
3,Control,5.8,63
7,Control,2.2,63
11,Control,1.6,63
4,Demand,2.4,63
8,Demand,3.8,63
12,Demand,1.6,63
1,Control,0,64
5,Control,0,64
11,Control,0,64
16,Control,0,64
21,Control,0,64
2,Attention,0.6394009,64
7,Attention,0.04493088,64
10,Attention,0.0483871,64
13,Attention,0.0483871,64
19,Attention,0.6290323,64
23,Attention,0.2315668,64
3,Tangible,0.6359447,64
8,Tangible,0.0483871,64
12,Tangible,0.0483871,64
15,Tangible,0.8329493,64
17,Tangible,1.019585,64
20,Tangible,1.220046,64
4,Demand,0.8225806,64
9,Demand,0.8225806,64
14,Demand,0.6290323,64
18,Demand,0.04147466,64
22,Demand,0.0483871,64
24,Demand,0.8191244,64
6,Alone,0.05184332,64
1,Alone,0,65
5,Alone,0,65
9,Alone,0,65
13,Alone,3,65
17,Alone,10,65
21,Alone,0,65
2,Attention,0,65
6,Attention,0,65
10,Attention,0,65
14,Attention,0,65
18,Attention,0,65
22,Attention,0,65
3,Control,13,65
7,Control,0,65
11,Control,10,65
15,Control,0,65
19,Control,0,65
23,Control,0,65
4,Demand,17,65
8,Demand,6,65
12,Demand,3,65
16,Demand,3,65
20,Demand,3,65
24,Demand,10,65
1,Control,0,66
7,Control,0,66
9,Control,0,66
13,Control,0,66
2,Demand,0.2234749,66
8,Demand,2.30776,66
12,Demand,6.348383,66
15,Demand,6.879551,66
3,Attention,0.2417865,66
6,Attention,0.4492223,66
11,Attention,0.4545512,66
16,Attention,0.8514509,66
4,Tangible,0.2426224,66
5,Tangible,0.8227688,66
10,Tangible,0.8450771,66
14,Tangible,4.630357,66
1,Alone,0.6,67
5,Alone,0.2,67
9,Alone,0,67
13,Alone,0.8,67
17,Alone,0.2,67
21,Alone,0,67
2,Attention,0.4,67
6,Attention,0.6,67
10,Attention,0.6,67
14,Attention,0.6,67
18,Attention,0,67
22,Attention,0.4,67
3,Control,0,67
7,Control,0.4,67
11,Control,1.2,67
15,Control,0,67
19,Control,0.2,67
23,Control,0,67
4,Demand,0.2,67
8,Demand,0,67
12,Demand,0,67
16,Demand,0.4,67
20,Demand,0,67
24,Demand,0.2,67
1,Demand,86.58537,68
8,Demand,70.42683,68
15,Demand,69.81707,68
2,Control,19.81707,68
6,Control,0,68
12,Control,43.29268,68
17,Control,6.707317,68
3,Tangible,69.81707,68
10,Tangible,53.35366,68
16,Tangible,46.95122,68
4,Attention,76.21951,68
7,Attention,59.45122,68
11,Attention,46.34147,68
18,Attention,59.14634,68
5,Alone,50,68
9,Alone,60.06097,68
13,Alone,63.41464,68
14,Alone,30.18293,68
19,Alone,36.89024,68
1,Alone,1.6,69
6,Alone,0,69
11,Alone,0.4,69
16,Alone,0.6,69
21,Alone,0.8,69
26,Alone,0.8,69
2,Attention,0,69
7,Attention,0,69
12,Attention,0,69
17,Attention,0,69
22,Attention,0,69
27,Attention,0,69
3,Control,0.4,69
8,Control,2.2,69
13,Control,0.2,69
18,Control,0,69
23,Control,0,69
28,Control,0,69
4,Demand,0,69
9,Demand,0,69
14,Demand,0,69
19,Demand,0,69
24,Demand,0,69
29,Demand,0,69
5,Tangible,7.2,69
10,Tangible,9.4,69
15,Tangible,8.6,69
20,Tangible,9.2,69
25,Tangible,9.8,69
30,Tangible,10,69
1,Alone,0,70
2,Alone,0,70
3,Alone,0,70
4,Alone,0,70
8,Alone,0,70
12,Alone,0,70
16,Alone,0,70
20,Alone,0.1022727,70
24,Alone,0.005681818,70
5,Attention,0,70
9,Attention,0,70
13,Attention,0,70
17,Attention,0,70
21,Attention,0,70
25,Attention,0.005681818,70
6,Control,0,70
10,Control,0,70
14,Control,0,70
18,Control,0,70
22,Control,0.005681818,70
26,Control,0.005681818,70
7,Demand,0.08522727,70
11,Demand,0,70
15,Demand,0.005681818,70
19,Demand,1.295455,70
23,Demand,1.386364,70
27,Demand,0.6875,70
1,Alone,0.8,71
5,Alone,0,71
9,Alone,0.8,71
2,Attention,0,71
6,Attention,0,71
10,Attention,0,71
3,Control,1,71
7,Control,0.4,71
11,Control,1.2,71
4,Demand,4,71
8,Demand,1.8,71
12,Demand,2,71
1,Alone,0,72
5,Alone,0,72
9,Alone,0,72
2,Attention,0.2,72
6,Attention,0.6086956,72
10,Attention,0.2,72
3,Control,0,72
7,Control,0.008695652,72
11,Control,0,72
4,Demand,1.582609,72
8,Demand,2.782609,72
12,Demand,1.382609,72
1,Alone,23.2,73
5,Alone,17.6,73
9,Alone,3.4,73
13,Alone,19.6,73
17,Alone,19,73
21,Alone,14,73
2,Attention,20.6,73
6,Attention,11.6,73
10,Attention,23,73
14,Attention,18.8,73
18,Attention,14.8,73
22,Attention,17.2,73
3,Control,16.4,73
7,Control,14.4,73
11,Control,6.2,73
15,Control,20.2,73
19,Control,14,73
23,Control,15.6,73
4,Demand,2.2,73
8,Demand,10.8,73
12,Demand,11.2,73
16,Demand,2.6,73
20,Demand,10.4,73
24,Demand,3.6,73
1,Tangible,0,74
2,Tangible,5,74
6,Tangible,5,74
8,Tangible,2.2,74
13,Tangible,3,74
14,Tangible,3,74
16,Tangible,3.8,74
18,Tangible,4,74
19,Tangible,6,74
20,Tangible,5,74
3,Attention,0,74
17,Attention,0,74
4,Control,0,74
5,Control,0,74
8,Control,0,74
9,Control,0,74
11,Control,0,74
12,Control,0,74
15,Control,0,74
7,Demand,0.5,74
10,Demand,1,74
1,Alone,17,75
5,Alone,0,75
9,Alone,7,75
13,Alone,0,75
17,Alone,0,75
21,Alone,0,75
2,Attention,0,75
6,Attention,0,75
10,Attention,10,75
14,Attention,0,75
18,Attention,0,75
22,Attention,0,75
3,Control,30,75
7,Control,3,75
11,Control,7,75
15,Control,0,75
19,Control,0,75
23,Control,0,75
4,Demand,20,75
8,Demand,0,75
12,Demand,0,75
16,Demand,10,75
20,Demand,3,75
24,Demand,3,75
1,Tangible,300.6316,76
2,Tangible,284.2105,76
3,Tangible,300.6316,76
4,Tangible,300.6316,76
5,Tangible,101.0526,76
6,Tangible,253.2632,76
17,Tangible,145.8947,76
18,Tangible,301.2632,76
19,Tangible,284.2105,76
7,Control,6.31579,76
8,Control,120,76
9,Control,0.6315789,76
10,Control,1.894737,76
11,Control,2.526316,76
12,Control,1.263158,76
13,Control,1.894737,76
14,Control,0.6315789,76
15,Control,0,76
16,Control,0,76
1,Alone,0,77
5,Alone,0,77
9,Alone,0,77
13,Alone,0.2,77
17,Alone,0,77
21,Alone,0,77
2,Attention,0,77
6,Attention,0,77
10,Attention,0,77
14,Attention,0,77
18,Attention,0,77
22,Attention,0,77
3,Control,0,77
7,Control,0,77
11,Control,0.2,77
15,Control,0,77
19,Control,0,77
23,Control,0,77
4,Demand,0.2,77
8,Demand,0,77
12,Demand,0.2,77
16,Demand,0.2,77
20,Demand,0,77
24,Demand,0,77
1,Attention,3.75,78
5,Attention,6.40625,78
9,Attention,0.5729167,78
2,Control,0,78
6,Control,0.4166667,78
10,Control,0.2604167,78
3,Tangible,0.9895833,78
7,Tangible,2.395833,78
11,Tangible,0.625,78
4,Demand,3.541667,78
8,Demand,0.46875,78
12,Demand,9.322917,78
1,Alone,3,79
6,Alone,0,79
11,Alone,0,79
16,Alone,2.8,79
21,Alone,0.2,79
26,Alone,0.2,79
2,Attention,0,79
7,Attention,0,79
12,Attention,0.2,79
17,Attention,0,79
22,Attention,0,79
27,Attention,0,79
3,Control,0,79
8,Control,0,79
13,Control,0,79
18,Control,0.8,79
23,Control,0.2,79
28,Control,2.6,79
4,Demand,0,79
9,Demand,0,79
14,Demand,0,79
19,Demand,0,79
24,Demand,0.2,79
29,Demand,0,79
5,Tangible,4.4,79
10,Tangible,3.6,79
15,Tangible,4.8,79
20,Tangible,3.8,79
25,Tangible,6.8,79
30,Tangible,7.8,79
1,Attention,0,80
5,Attention,0,80
9,Attention,0.5872483,80
13,Attention,0,80
2,Demand,3.97651,80
6,Demand,1.744966,80
10,Demand,3.557047,80
3,Control,0.4026846,80
7,Control,0.01677852,80
11,Control,0,80
4,Tangible,0.1845638,80
8,Tangible,0.01677852,80
12,Tangible,0,80
1,Alone,0,81
5,Alone,0,81
9,Alone,0,81
13,Alone,2,81
17,Alone,0,81
21,Alone,0,81
2,Attention,0,81
6,Attention,0.4,81
10,Attention,0,81
14,Attention,2.4,81
18,Attention,5.2,81
22,Attention,1,81
3,Control,0.2,81
7,Control,0,81
11,Control,0,81
15,Control,5,81
19,Control,0.6,81
23,Control,2.2,81
4,Demand,0,81
8,Demand,0,81
12,Demand,0,81
16,Demand,0,81
20,Demand,0.4,81
24,Demand,2.2,81
1,Ignore,0,82
5,Ignore,0,82
10,Ignore,0,82
2,Attention,0,82
6,Attention,0,82
11,Attention,0,82
3,Control,0,82
7,Control,0,82
12,Control,0,82
4,Tangible,0,82
8,Tangible,0,82
13,Tangible,0,82
5,Demand,0.8864489,82
9,Demand,1.296259,82
14,Demand,0.6929399,82
1,Alone,1.2,83
5,Alone,1,83
9,Alone,0.6,83
13,Alone,6.5,83
17,Alone,6.2,83
21,Alone,1.2,83
2,Attention,2,83
6,Attention,1,83
10,Attention,1.6,83
14,Attention,3,83
18,Attention,2.2,83
22,Attention,3.6,83
3,Control,0.8,83
7,Control,0.2,83
11,Control,0.2,83
15,Control,0.8,83
19,Control,4.2,83
23,Control,6.8,83
4,Demand,0.6,83
8,Demand,0.2,83
12,Demand,0.2,83
16,Demand,0.4,83
20,Demand,4.6,83
24,Demand,2.2,83
1,Control,0,84
2,Control,0.2188184,84
3,Control,0,84
9,Control,0,84
10,Control,0,84
11,Control,0.2188184,84
4,Tangible,23.41357,84
5,Tangible,30.19694,84
6,Tangible,53.6105,84
7,Tangible,60.17506,84
8,Tangible,70.45952,84
12,Tangible,53.6105,84
13,Tangible,56.89278,84
14,Tangible,33.47921,84
15,Tangible,77.02407,84
16,Tangible,66.95843,84
17,Tangible,42.23195,84
